asin,forecast_creation_date,target_week,model_name,demand,p50_fcst,p60_fcst,p80_fcst,p90_fcst
FZV9693999,11/20/2016,11/20/2016,Model B,54,65.66,75.6,102.37,125.91
FZV9693999,11/20/2016,11/27/2016,Model A,144,83.15,95.89,130.26,160.56
FZV9693999,11/20/2016,11/27/2016,Model B,144,114.62,131.98,178.77,219.97
FZV9693999,11/20/2016,12/4/2016,Model A,122,93.85,110.23,155.24,195.64
FZV9693999,11/20/2016,12/4/2016,Model B,122,141.83,163.72,222.85,275.05
FZV9693999,11/20/2016,12/11/2016,Model A,256,94.02,120.93,201.99,281.02
FZV9693999,11/20/2016,12/11/2016,Model B,256,147.45,170.74,233.88,289.78
FZV9693999,11/20/2016,12/18/2016,Model A,197,61.36,78.07,127.82,175.83
FZV9693999,11/20/2016,12/18/2016,Model B,197,126.5,148.67,209.69,264.51
FZV9693999,11/20/2016,12/25/2016,Model A,42,25.85,32.36,51.35,69.35
FZV9693999,11/20/2016,12/25/2016,Model B,42,82.8,100.65,151.44,198.51
FZV9693999,11/20/2016,1/1/2017,Model A,30,23.86,29.72,46.68,62.67
FZV9693999,11/20/2016,1/1/2017,Model B,30,44.42,54.83,84.86,113.04
FZV9693999,11/20/2016,1/8/2017,Model A,13,16.36,20.34,31.81,42.58
FZV9693999,11/20/2016,1/8/2017,Model B,13,28.6,36.02,57.82,78.6
FZV9693999,11/20/2016,1/15/2017,Model A,16,15.27,18.94,29.49,39.36
FZV9693999,11/20/2016,1/15/2017,Model B,16,25.42,30.06,42.85,54.35
FZV9693999,11/20/2016,1/22/2017,Model A,20,14.35,17.71,27.34,36.3
FZV9693999,11/20/2016,1/22/2017,Model B,20,22.19,25.53,34.48,42.32
EVU3830418,11/20/2016,11/20/2016,Model A,0,21.03,27.22,45.86,64.01
EVU3830418,11/20/2016,11/20/2016,Model B,0,24.27,28.71,40.96,51.98
EVU3830418,11/20/2016,11/27/2016,Model A,0,28.18,37.48,66.29,95.04
EVU3830418,11/20/2016,11/27/2016,Model B,0,30.46,35.68,49.94,62.67
EVU3830418,11/20/2016,12/4/2016,Model A,0,30.14,40.9,74.9,109.41
EVU3830418,11/20/2016,12/4/2016,Model B,0,33.21,39.03,55.01,69.32
EVU3830418,11/20/2016,12/11/2016,Model A,0,33.23,44.26,78.55,112.84
EVU3830418,11/20/2016,12/11/2016,Model B,0,32.13,37.94,53.95,68.36
EVU3830418,11/20/2016,12/18/2016,Model A,0,17.71,23.97,43.6,63.38
EVU3830418,11/20/2016,12/18/2016,Model B,0,30.35,35.93,51.32,65.19
EVU3830418,11/20/2016,12/25/2016,Model A,0,16.96,23.04,42.19,61.55
EVU3830418,11/20/2016,12/25/2016,Model B,0,29.33,34.68,49.43,62.71
EVU3830418,11/20/2016,1/1/2017,Model A,0,20.13,26.7,46.96,67.08
EVU3830418,11/20/2016,1/1/2017,Model B,0,27.86,33.06,47.45,60.44
EVU3830418,11/20/2016,1/8/2017,Model A,0,19.26,25.39,44.15,62.68
EVU3830418,11/20/2016,1/8/2017,Model B,0,25.9,31.06,45.47,58.61
EVU3830418,11/20/2016,1/15/2017,Model A,0,18.57,24.49,42.6,60.48
EVU3830418,11/20/2016,1/15/2017,Model B,0,25.81,30.92,45.19,58.19
EVU3830418,11/20/2016,1/22/2017,Model A,0,19.7,26.24,46.46,66.6
EVU3830418,11/20/2016,1/22/2017,Model B,0,24.39,29.55,44.08,57.45
ZUH4065634,11/20/2016,11/20/2016,Model A,200,106.69,125.97,179.28,227.38
ZUH4065634,11/20/2016,11/20/2016,Model B,200,104.71,114.66,140.09,161.32
ZUH4065634,11/20/2016,11/27/2016,Model A,146,137.83,168.67,257.11,339.67
ZUH4065634,11/20/2016,11/27/2016,Model B,146,135.2,149.8,187.61,219.59
ZUH4065634,11/20/2016,12/4/2016,Model A,190,152.31,188.47,293.34,392.24
ZUH4065634,11/20/2016,12/4/2016,Model B,190,144.83,162.29,208.05,247.23
ZUH4065634,11/20/2016,12/11/2016,Model A,143,167.36,205.04,313.22,414.32
ZUH4065634,11/20/2016,12/11/2016,Model B,143,131.62,148.89,194.6,234.12
ZUH4065634,11/20/2016,12/18/2016,Model A,108,114.22,137.28,202.17,261.72
ZUH4065634,11/20/2016,12/18/2016,Model B,108,108.65,124.33,166.3,203.02
ZUH4065634,11/20/2016,12/25/2016,Model A,105,96.4,115.29,168.17,216.47
ZUH4065634,11/20/2016,12/25/2016,Model B,105,87.58,100.15,133.75,163.11
ZUH4065634,11/20/2016,1/1/2017,Model A,112,119.68,141.48,201.82,256.34
ZUH4065634,11/20/2016,1/1/2017,Model B,112,77.02,87.02,113.44,136.23
ZUH4065634,11/20/2016,1/8/2017,Model A,154,118.86,141.77,205.74,264.02
ZUH4065634,11/20/2016,1/8/2017,Model B,154,79.66,88.96,113.24,133.93
ZUH4065634,11/20/2016,1/15/2017,Model A,168,122.26,140.95,191.35,235.78
ZUH4065634,11/20/2016,1/15/2017,Model B,168,86.58,95.66,119.08,138.82
ZUH4065634,11/20/2016,1/22/2017,Model A,142,127.45,147.77,202.93,251.82
ZUH4065634,11/20/2016,1/22/2017,Model B,142,88.66,98.37,123.55,144.88
RPB3113388,11/20/2016,11/20/2016,Model A,390,322.81,364.6,475.07,570.48
RPB3113388,11/20/2016,11/20/2016,Model B,390,317.11,345.13,416.38,475.51
RPB3113388,11/20/2016,11/27/2016,Model A,492,517.33,605.93,849.07,1066.99
RPB3113388,11/20/2016,11/27/2016,Model B,492,496.11,551.65,696.09,818.83
RPB3113388,11/20/2016,12/4/2016,Model A,489,537.64,628.52,877.43,1100.09
RPB3113388,11/20/2016,12/4/2016,Model B,489,588.47,660.04,847.86,1008.94
RPB3113388,11/20/2016,12/11/2016,Model A,534,641.7,752.34,1056.26,1328.91
RPB3113388,11/20/2016,12/11/2016,Model B,534,591.61,669.82,877.1,1056.62
RPB3113388,11/20/2016,12/18/2016,Model A,384,430.28,514.62,751.06,967.27
RPB3113388,11/20/2016,12/18/2016,Model B,384,500.22,574.29,773.45,948.42
RPB3113388,11/20/2016,12/25/2016,Model A,360,186.24,220.8,316.8,403.81
RPB3113388,11/20/2016,12/25/2016,Model B,360,337.78,393.93,547.32,684.19
RPB3113388,11/20/2016,1/1/2017,Model A,288,179.23,211.77,301.8,383.14
RPB3113388,11/20/2016,1/1/2017,Model B,288,202.35,230.9,307.18,373.75
RPB3113388,11/20/2016,1/8/2017,Model A,210,123,144.84,205.06,259.26
RPB3113388,11/20/2016,1/8/2017,Model B,210,159.32,177.64,225.42,266.12
RPB3113388,11/20/2016,1/15/2017,Model A,155,113.31,131.06,179.12,221.63
RPB3113388,11/20/2016,1/15/2017,Model B,155,153.52,161.83,182.25,198.57
RPB3113388,11/20/2016,1/22/2017,Model A,155,108.14,126.13,175.25,219.04
RPB3113388,11/20/2016,1/22/2017,Model B,155,149.16,155.72,171.69,184.31
VII7874406,11/20/2016,11/20/2016,Model A,159,105.32,124.39,177.12,224.71
VII7874406,11/20/2016,11/20/2016,Model B,159,143.86,162.86,213.2,256.76
VII7874406,11/20/2016,11/27/2016,Model A,231,174.25,206.29,295.15,375.57
VII7874406,11/20/2016,11/27/2016,Model B,231,246.01,280.8,373.74,454.88
VII7874406,11/20/2016,12/4/2016,Model A,446,195.93,230.49,325.69,411.33
VII7874406,11/20/2016,12/4/2016,Model B,446,300.44,345.27,465.9,571.97
VII7874406,11/20/2016,12/11/2016,Model A,519,237.99,286.74,424.37,551.05
VII7874406,11/20/2016,12/11/2016,Model B,519,308.18,355.88,484.87,598.84
VII7874406,11/20/2016,12/18/2016,Model A,415,146.27,178.1,268.9,353.26
VII7874406,11/20/2016,12/18/2016,Model B,415,264.89,310.84,437.17,550.57
VII7874406,11/20/2016,12/25/2016,Model A,187,64.47,80.41,126.92,171.03
VII7874406,11/20/2016,12/25/2016,Model B,187,181.76,220.63,331.16,433.59
VII7874406,11/20/2016,1/1/2017,Model A,131,62.4,75.52,112.64,146.88
VII7874406,11/20/2016,1/1/2017,Model B,131,113.56,139.18,212.72,281.43
VII7874406,11/20/2016,1/8/2017,Model A,81,43.18,52.66,79.69,104.78
VII7874406,11/20/2016,1/8/2017,Model B,81,95.42,116.55,176.96,233.21
VII7874406,11/20/2016,1/15/2017,Model A,38,37.78,46.4,71.11,94.18
VII7874406,11/20/2016,1/15/2017,Model B,38,100.22,117.45,164.68,206.99
VII7874406,11/20/2016,1/22/2017,Model A,31,35.56,43.88,67.83,90.28
VII7874406,11/20/2016,1/22/2017,Model B,31,98.86,114.2,155.67,192.28
ZEX4181129,11/20/2016,11/20/2016,Model A,1409,376.7,456,681.03,889.13
ZEX4181129,11/20/2016,11/20/2016,Model B,1409,373.18,418.25,536.44,637.71
ZEX4181129,11/20/2016,11/27/2016,Model A,1743,480.05,588.79,901.59,1194.42
ZEX4181129,11/20/2016,11/27/2016,Model B,1743,501.84,570.92,754.88,914.99
ZEX4181129,11/20/2016,12/4/2016,Model A,1364,387.12,490.02,795.63,1089.9
ZEX4181129,11/20/2016,12/4/2016,Model B,1364,556.01,637.92,858.01,1051.24
ZEX4181129,11/20/2016,12/11/2016,Model A,1882,412.24,536.32,915.3,1289.01
ZEX4181129,11/20/2016,12/11/2016,Model B,1882,538.96,622.7,849.33,1049.71
ZEX4181129,11/20/2016,12/18/2016,Model A,1457,159.51,213.2,381.64,551.42
ZEX4181129,11/20/2016,12/18/2016,Model B,1457,457.1,537.03,757.04,954.81
ZEX4181129,11/20/2016,12/25/2016,Model A,238,117.56,156.36,277.37,398.79
ZEX4181129,11/20/2016,12/25/2016,Model B,238,329.46,398.11,592.54,772.05
ZEX4181129,11/20/2016,1/1/2017,Model A,143,128.31,166.13,280.96,393.61
ZEX4181129,11/20/2016,1/1/2017,Model B,143,229.13,278.5,419.14,549.66
ZEX4181129,11/20/2016,1/8/2017,Model A,89,126.45,163.29,274.82,383.98
ZEX4181129,11/20/2016,1/8/2017,Model B,89,202,245.71,370.32,486.04
ZEX4181129,11/20/2016,1/15/2017,Model A,92,115.12,150.56,259.21,366.7
ZEX4181129,11/20/2016,1/15/2017,Model B,92,208.52,247.24,354.79,452.3
ZEX4181129,11/20/2016,1/22/2017,Model A,45,120.4,154.79,258.42,359.45
ZEX4181129,11/20/2016,1/22/2017,Model B,45,210.07,246.6,347.04,437.21
CEA6537658,11/20/2016,11/20/2016,Model A,9679,6274.21,6927.8,8615.73,10039.34
CEA6537658,11/20/2016,11/20/2016,Model B,9679,6837.06,7430.67,8938.46,10188
CEA6537658,11/20/2016,11/27/2016,Model A,11380,8839.84,9760.65,12138.69,14144.33
CEA6537658,11/20/2016,11/27/2016,Model B,11380,7642.12,8338.66,10115.29,11594.2
CEA6537658,11/20/2016,12/4/2016,Model A,6808,9801.08,10822,13458.6,15682.31
CEA6537658,11/20/2016,12/4/2016,Model B,6808,7838.53,8603.81,10567.93,12213.7
CEA6537658,11/20/2016,12/11/2016,Model A,8706,10939.83,12079.36,15022.27,17504.31
CEA6537658,11/20/2016,12/11/2016,Model B,8706,7472.08,8289.14,10409.59,12207.1
CEA6537658,11/20/2016,12/18/2016,Model A,7921,7829.93,8645.55,10751.94,12528.47
CEA6537658,11/20/2016,12/18/2016,Model B,7921,7213.46,8037.62,10186.35,12016.5
CEA6537658,11/20/2016,12/25/2016,Model A,6861,7816.82,8631.07,10733.94,12507.5
CEA6537658,11/20/2016,12/25/2016,Model B,6861,7161.68,7976.4,10099.52,11907
CEA6537658,11/20/2016,1/1/2017,Model A,11757,9691.52,10701.04,13308.17,15507.02
CEA6537658,11/20/2016,1/1/2017,Model B,11757,7140.43,8020.19,10333.02,12319.8
CEA6537658,11/20/2016,1/8/2017,Model A,10850,11323.52,12503.01,15549.12,18118.22
CEA6537658,11/20/2016,1/8/2017,Model B,10850,7326.05,8255.59,10707.6,12821.2
CEA6537658,11/20/2016,1/15/2017,Model A,10345,12244.1,13519.47,16813.21,19591.14
CEA6537658,11/20/2016,1/15/2017,Model B,10345,7611.51,8612.91,11265.85,13562.6
CEA6537658,11/20/2016,1/22/2017,Model A,9961,13081.08,14443.63,17962.49,20930.31
CEA6537658,11/20/2016,1/22/2017,Model B,9961,7928.03,8988.81,11804.79,14247.7
QUQ9030648,11/20/2016,11/20/2016,Model A,9,496.63,560.75,730.19,876.51
QUQ9030648,11/20/2016,11/20/2016,Model B,9,556.82,618.99,780.66,917.99
QUQ9030648,11/20/2016,11/27/2016,Model A,2,755.77,871.71,1184.93,1461.42
QUQ9030648,11/20/2016,11/27/2016,Model B,2,853.09,952.4,1211.82,1433.2
QUQ9030648,11/20/2016,12/4/2016,Model A,0,778.39,909.51,1268.46,1589.43
QUQ9030648,11/20/2016,12/4/2016,Model B,0,1013.7,1142.14,1480.87,1772.77
QUQ9030648,11/20/2016,12/11/2016,Model A,0,992.4,1176.35,1687.43,2150.88
QUQ9030648,11/20/2016,12/11/2016,Model B,0,1038.15,1181.44,1563.25,1895.72
QUQ9030648,11/20/2016,12/18/2016,Model A,0,645.01,777.19,1150.62,1494.55
QUQ9030648,11/20/2016,12/18/2016,Model B,0,960.68,1103.79,1488.9,1827.53
QUQ9030648,11/20/2016,12/25/2016,Model A,278,279.75,328.4,462.19,582.32
QUQ9030648,11/20/2016,12/25/2016,Model B,278,810.14,944.65,1312.14,1640.08
QUQ9030648,11/20/2016,1/1/2017,Model A,223,272.98,320.2,449.95,566.37
QUQ9030648,11/20/2016,1/1/2017,Model B,223,696.3,807.75,1110.62,1379.5
QUQ9030648,11/20/2016,1/8/2017,Model A,0,185.87,216.22,298.85,372.38
QUQ9030648,11/20/2016,1/8/2017,Model B,0,714.17,824.98,1124.78,1389.83
QUQ9030648,11/20/2016,1/15/2017,Model A,0,174.54,200.31,269.52,330.27
QUQ9030648,11/20/2016,1/15/2017,Model B,0,788.35,902.17,1207.17,1474.27
QUQ9030648,11/20/2016,1/22/2017,Model A,0,164.22,189.57,258.07,318.55
QUQ9030648,11/20/2016,1/22/2017,Model B,0,818.13,933.57,1242.02,1511.35
MOD3063750,11/20/2016,11/20/2016,Model A,62,29.24,34.11,47.38,59.17
MOD3063750,11/20/2016,11/20/2016,Model B,62,53.47,63.02,89.31,112.96
MOD3063750,11/20/2016,11/27/2016,Model A,160,36.67,43.43,62.11,78.97
MOD3063750,11/20/2016,11/27/2016,Model B,160,90.61,106.42,149.88,188.88
MOD3063750,11/20/2016,12/4/2016,Model A,5,36.82,43.84,63.36,81.06
MOD3063750,11/20/2016,12/4/2016,Model B,5,115.88,135.85,190.65,239.75
MOD3063750,11/20/2016,12/11/2016,Model A,0,37.46,46.28,71.7,95.55
MOD3063750,11/20/2016,12/11/2016,Model B,0,130.76,152.99,213.88,268.35
MOD3063750,11/20/2016,12/18/2016,Model A,0,20.32,25.12,38.94,51.88
MOD3063750,11/20/2016,12/18/2016,Model B,0,124.9,146.77,206.94,260.98
MOD3063750,11/20/2016,12/25/2016,Model A,0,14.62,18.12,28.17,37.56
MOD3063750,11/20/2016,12/25/2016,Model B,0,90.09,109.8,166.03,218.29
MOD3063750,11/20/2016,1/1/2017,Model A,0,16.95,20.97,32.5,43.28
MOD3063750,11/20/2016,1/1/2017,Model B,0,58.12,71.62,110.53,147.02
MOD3063750,11/20/2016,1/8/2017,Model A,0,15.49,18.78,28.07,36.58
MOD3063750,11/20/2016,1/8/2017,Model B,0,48.39,59.52,91.49,121.39
MOD3063750,11/20/2016,1/15/2017,Model A,0,14.56,17.69,26.53,34.64
MOD3063750,11/20/2016,1/15/2017,Model B,0,49.51,58.16,81.91,103.2
MOD3063750,11/20/2016,1/22/2017,Model A,0,14.48,17.7,26.82,35.25
MOD3063750,11/20/2016,1/22/2017,Model B,0,45.31,52.26,70.97,87.44
KHG3908408,11/20/2016,11/20/2016,Model A,242,253.47,287.68,378.54,457.41
KHG3908408,11/20/2016,11/20/2016,Model B,242,228.5,248.6,299.69,342.07
KHG3908408,11/20/2016,11/27/2016,Model A,259,278.52,322.7,442.59,548.87
KHG3908408,11/20/2016,11/27/2016,Model B,259,277.89,307.38,383.66,448.1
KHG3908408,11/20/2016,12/4/2016,Model A,233,234.24,272.92,378.44,472.5
KHG3908408,11/20/2016,12/4/2016,Model B,233,289.53,323.04,410.52,485.11
KHG3908408,11/20/2016,12/11/2016,Model A,272,204.62,238.93,332.74,416.53
KHG3908408,11/20/2016,12/11/2016,Model B,272,264.17,296.03,379.52,451.04
KHG3908408,11/20/2016,12/18/2016,Model A,213,131.34,154.67,219,276.91
KHG3908408,11/20/2016,12/18/2016,Model B,213,215.76,243.99,318.69,383.28
KHG3908408,11/20/2016,12/25/2016,Model A,150,90.21,106.25,150.48,190.28
KHG3908408,11/20/2016,12/25/2016,Model B,150,160.82,182.39,239.62,289.25
KHG3908408,11/20/2016,1/1/2017,Model A,147,100.4,116.83,161.57,201.36
KHG3908408,11/20/2016,1/1/2017,Model B,147,126.19,139.63,174.38,203.74
KHG3908408,11/20/2016,1/8/2017,Model A,127,85.93,102.37,148.19,189.86
KHG3908408,11/20/2016,1/8/2017,Model B,127,127.23,137.67,164.05,185.78
KHG3908408,11/20/2016,1/15/2017,Model A,111,82.27,97.87,141.3,180.75
KHG3908408,11/20/2016,1/15/2017,Model B,111,141.88,151.34,174.88,193.96
KHG3908408,11/20/2016,1/22/2017,Model A,120,79.47,95.51,140.63,182.02
KHG3908408,11/20/2016,1/22/2017,Model B,120,146.71,158.11,186.8,210.34
ZLP4304247,11/20/2016,11/20/2016,Model A,46,7.47,10.26,18.94,27.66
ZLP4304247,11/20/2016,11/20/2016,Model B,46,9.2,13.8,29.56,46.55
ZLP4304247,11/20/2016,11/27/2016,Model A,118,8.46,11.8,22.44,33.3
ZLP4304247,11/20/2016,11/27/2016,Model B,118,25.44,34.01,60.67,87.38
ZLP4304247,11/20/2016,12/4/2016,Model A,29,7.81,10.39,18.22,25.91
ZLP4304247,11/20/2016,12/4/2016,Model B,29,28.89,38.51,68.36,98.21
ZLP4304247,11/20/2016,12/11/2016,Model A,20,8.88,11.94,21.36,30.71
ZLP4304247,11/20/2016,12/11/2016,Model B,20,18.66,25.93,49.33,73.43
ZLP4304247,11/20/2016,12/18/2016,Model A,23,5.66,7.61,13.55,19.39
ZLP4304247,11/20/2016,12/18/2016,Model B,23,7.03,12.38,33.62,59.05
ZLP4304247,11/20/2016,12/25/2016,Model A,66,3.95,5.31,9.41,13.38
ZLP4304247,11/20/2016,12/25/2016,Model B,66,3.28,6.91,23.02,43.81
ZLP4304247,11/20/2016,1/1/2017,Model A,140,4.04,5.47,9.78,13.98
ZLP4304247,11/20/2016,1/1/2017,Model B,140,7.77,12.05,27.11,43.67
ZLP4304247,11/20/2016,1/8/2017,Model A,61,3.76,5,8.67,12.19
ZLP4304247,11/20/2016,1/8/2017,Model B,61,7.72,11.98,26.95,43.42
ZLP4304247,11/20/2016,1/15/2017,Model A,35,3.93,5.3,9.44,13.46
ZLP4304247,11/20/2016,1/15/2017,Model B,35,6.53,10.73,26.21,43.83
ZLP4304247,11/20/2016,1/22/2017,Model A,18,3.79,5.11,9.05,12.87
ZLP4304247,11/20/2016,1/22/2017,Model B,18,4.16,7.79,22.57,40.55
YJM8115420,11/20/2016,11/20/2016,Model A,853,329.66,393.77,573.24,737.13
YJM8115420,11/20/2016,11/20/2016,Model B,853,313.18,349.72,445.18,526.64
YJM8115420,11/20/2016,11/27/2016,Model A,438,482.96,587.78,886.9,1164.94
YJM8115420,11/20/2016,11/27/2016,Model B,438,478.62,540.91,705.67,848.08
YJM8115420,11/20/2016,12/4/2016,Model A,1084,470.94,590.15,940.59,1275.08
YJM8115420,11/20/2016,12/4/2016,Model B,1084,566.99,645.32,854.07,1035.84
YJM8115420,11/20/2016,12/11/2016,Model A,1153,567.27,749.29,1313.99,1878.09
YJM8115420,11/20/2016,12/11/2016,Model B,1153,576.51,662.43,893.62,1096.91
YJM8115420,11/20/2016,12/18/2016,Model A,1505,275.71,371.04,672.35,977.95
YJM8115420,11/20/2016,12/18/2016,Model B,1505,501.47,584.68,811.94,1014.7
YJM8115420,11/20/2016,12/25/2016,Model A,722,116.79,156.89,283.28,411.16
YJM8115420,11/20/2016,12/25/2016,Model B,722,350.22,420.47,618.15,799.56
YJM8115420,11/20/2016,1/1/2017,Model A,477,106.28,141.05,249.23,357.56
YJM8115420,11/20/2016,1/1/2017,Model B,477,229.89,275.49,403.52,520.78
YJM8115420,11/20/2016,1/8/2017,Model A,30,78.74,103.75,180.95,257.74
YJM8115420,11/20/2016,1/8/2017,Model B,30,215.93,256.12,367.79,469.07
YJM8115420,11/20/2016,1/15/2017,Model A,19,72.07,94.23,162.1,229.15
YJM8115420,11/20/2016,1/15/2017,Model B,19,246.07,282.59,380.81,467.09
YJM8115420,11/20/2016,1/22/2017,Model A,152,66.88,87.89,152.49,216.58
YJM8115420,11/20/2016,1/22/2017,Model B,152,251.73,287.61,383.57,467.43
XTA4621549,11/20/2016,11/20/2016,Model A,59,14.14,18.54,31.87,44.92
XTA4621549,11/20/2016,11/20/2016,Model B,59,36.95,48.53,84,119.09
XTA4621549,11/20/2016,11/27/2016,Model A,120,23.65,31.8,57.29,82.93
XTA4621549,11/20/2016,11/27/2016,Model B,120,71.23,89.54,143.39,194.83
XTA4621549,11/20/2016,12/4/2016,Model A,139,25.83,35.61,66.96,99.14
XTA4621549,11/20/2016,12/4/2016,Model B,139,90.3,112.8,178.58,241.09
XTA4621549,11/20/2016,12/11/2016,Model A,96,34.81,51.13,107.12,167.65
XTA4621549,11/20/2016,12/11/2016,Model B,96,94.67,118.04,186.26,250.98
XTA4621549,11/20/2016,12/18/2016,Model A,168,19.34,29.2,63.71,101.6
XTA4621549,11/20/2016,12/18/2016,Model B,168,85.87,109.05,177.98,244.44
XTA4621549,11/20/2016,12/25/2016,Model A,119,10.93,16.33,34.82,54.78
XTA4621549,11/20/2016,12/25/2016,Model B,119,65.37,86.42,151.58,216.54
XTA4621549,11/20/2016,1/1/2017,Model A,100,11.24,16.25,32.89,50.41
XTA4621549,11/20/2016,1/1/2017,Model B,100,48.11,64.98,118.25,172.24
XTA4621549,11/20/2016,1/8/2017,Model A,123,9.41,13.62,27.52,42.12
XTA4621549,11/20/2016,1/8/2017,Model B,123,36.62,51.04,98.01,146.77
XTA4621549,11/20/2016,1/15/2017,Model A,104,8.56,12.19,23.95,36.13
XTA4621549,11/20/2016,1/15/2017,Model B,104,31.38,43.13,80.79,119.42
XTA4621549,11/20/2016,1/22/2017,Model A,28,8.65,12.57,25.55,39.21
XTA4621549,11/20/2016,1/22/2017,Model B,28,28.58,38.64,70.31,102.33
LPL7714923,11/20/2016,11/20/2016,Model A,230,144.63,170.97,243.89,309.78
LPL7714923,11/20/2016,11/20/2016,Model B,230,174.9,191,232.09,266.3
LPL7714923,11/20/2016,11/27/2016,Model A,242,201.29,246.86,377.84,500.39
LPL7714923,11/20/2016,11/27/2016,Model B,242,217.63,241.53,303.53,356.09
LPL7714923,11/20/2016,12/4/2016,Model A,231,173.78,222.95,370.88,514.91
LPL7714923,11/20/2016,12/4/2016,Model B,231,237.32,266.12,341.68,406.45
LPL7714923,11/20/2016,12/11/2016,Model A,236,172.64,222.99,375.53,524.93
LPL7714923,11/20/2016,12/11/2016,Model B,236,233.07,263.35,343.4,412.55
LPL7714923,11/20/2016,12/18/2016,Model A,156,94.46,123.78,213.83,303.02
LPL7714923,11/20/2016,12/18/2016,Model B,156,210.52,238.95,314.45,379.99
LPL7714923,11/20/2016,12/25/2016,Model A,207,72.35,93.3,156.57,218.35
LPL7714923,11/20/2016,12/25/2016,Model B,207,170.86,195.19,260.23,317.05
LPL7714923,11/20/2016,1/1/2017,Model A,227,105.85,135.28,223.41,308.88
LPL7714923,11/20/2016,1/1/2017,Model B,227,143.23,161.05,207.91,248.18
LPL7714923,11/20/2016,1/8/2017,Model A,209,93.35,117.58,189.06,257.49
LPL7714923,11/20/2016,1/8/2017,Model B,209,146.47,161.9,201.75,235.38
LPL7714923,11/20/2016,1/15/2017,Model A,151,99.16,123.36,193.88,260.66
LPL7714923,11/20/2016,1/15/2017,Model B,151,161.41,176.12,213.62,244.82
LPL7714923,11/20/2016,1/22/2017,Model A,171,98.28,123.65,198.41,269.91
LPL7714923,11/20/2016,1/22/2017,Model B,171,166.67,183.51,226.85,263.28
HFE3548843,11/20/2016,11/20/2016,Model A,2224,721.01,851.04,1210.75,1535.58
HFE3548843,11/20/2016,11/20/2016,Model B,2224,670.18,745.77,942.53,1109.85
HFE3548843,11/20/2016,11/27/2016,Model A,1554,1031.84,1241.02,1830.91,2373.3
HFE3548843,11/20/2016,11/27/2016,Model B,1554,953.61,1079.68,1413.82,1703.23
HFE3548843,11/20/2016,12/4/2016,Model A,1345,1083.5,1356.98,2160.67,2927.54
HFE3548843,11/20/2016,12/4/2016,Model B,1345,1091.59,1245.25,1655.72,2014.03
HFE3548843,11/20/2016,12/11/2016,Model A,2134,1241.28,1633.77,2847.26,4056.13
HFE3548843,11/20/2016,12/11/2016,Model B,2134,1084.03,1248.97,1694.07,2086.57
HFE3548843,11/20/2016,12/18/2016,Model A,2053,666.22,888.54,1585.18,2286.79
HFE3548843,11/20/2016,12/18/2016,Model B,2053,920.53,1080.04,1518.6,1912.36
HFE3548843,11/20/2016,12/25/2016,Model A,952,280.18,364.25,620.75,873.47
HFE3548843,11/20/2016,12/25/2016,Model B,952,641.91,773,1143.12,1483.8
HFE3548843,11/20/2016,1/1/2017,Model A,480,266.34,341.73,568.71,789.82
HFE3548843,11/20/2016,1/1/2017,Model B,480,410.07,494.52,733.27,953.29
HFE3548843,11/20/2016,1/8/2017,Model A,310,198.01,248.66,397.8,540.34
HFE3548843,11/20/2016,1/8/2017,Model B,310,328.53,397.43,592.78,773.31
HFE3548843,11/20/2016,1/15/2017,Model A,221,180.73,231.93,386.02,536.1
HFE3548843,11/20/2016,1/15/2017,Model B,221,307.04,359.73,504.34,633.96
HFE3548843,11/20/2016,1/22/2017,Model A,262,169.49,219.66,372.14,521.91
HFE3548843,11/20/2016,1/22/2017,Model B,262,288.84,333.06,452.47,557.82
YJJ1425899,11/20/2016,11/20/2016,Model A,49,53.04,64.21,95.82,124.99
YJJ1425899,11/20/2016,11/20/2016,Model B,49,51.8,57.7,73.06,86.1
YJJ1425899,11/20/2016,11/27/2016,Model A,47,64.68,81.08,129.18,175.01
YJJ1425899,11/20/2016,11/27/2016,Model B,47,65.33,72.46,90.93,106.56
YJJ1425899,11/20/2016,12/4/2016,Model A,59,66.46,86.42,147.14,206.84
YJJ1425899,11/20/2016,12/4/2016,Model B,59,68.37,76.49,97.72,115.85
YJJ1425899,11/20/2016,12/11/2016,Model A,98,70.39,91.19,154.29,216.14
YJJ1425899,11/20/2016,12/11/2016,Model B,98,60.95,68.54,88.48,105.6
YJJ1425899,11/20/2016,12/18/2016,Model A,19,42.22,54.42,91.14,126.92
YJJ1425899,11/20/2016,12/18/2016,Model B,19,51.45,58.04,75.41,90.37
YJJ1425899,11/20/2016,12/25/2016,Model A,14,34.63,44.49,74.04,102.72
YJJ1425899,11/20/2016,12/25/2016,Model B,14,46.73,52.68,68.33,81.8
YJJ1425899,11/20/2016,1/1/2017,Model A,43,44.71,56.78,92.59,127.04
YJJ1425899,11/20/2016,1/1/2017,Model B,43,46.98,52.87,68.35,81.64
YJJ1425899,11/20/2016,1/8/2017,Model A,20,45.67,57.69,93.17,127.16
YJJ1425899,11/20/2016,1/8/2017,Model B,20,49.73,55.87,71.98,85.79
YJJ1425899,11/20/2016,1/15/2017,Model A,39,42.95,54.33,87.95,120.18
YJJ1425899,11/20/2016,1/15/2017,Model B,39,52.54,59.05,76.14,90.8
YJJ1425899,11/20/2016,1/22/2017,Model A,28,42.04,52.99,85.21,116.01
